  ,biospecimen_repository_sample_id,BioSample,Body Site,Paired Raw R1 Read Count,hg38 unaligned Count,RMHM viral aligned Count,RMHM viral q30 l30 EBV Count,RMHM viral q30 l30 EBV Count,RMHM viral q30 l40 EBV Count,RMHM viral q30 l50 EBV Count,RMHM viral q30 l60 EBV Count,Human Virome EBV Count,RMHM viral q30 l30 CMV Count,RMHM viral q30 l40 CMV Count,RMHM viral q30 l50 CMV Count,RMHM viral q30 l60 CMV Count,Human Virome CMV Count,RMHM viral q30 l30 HSV1 Count,RMHM viral q30 l40 HSV1 Count,RMHM viral q30 l50 HSV1 Count,RMHM viral q30 l60 HSV1 Count,Human Virome HSV1 Count,RMHM viral q30 l30 HSV2 Count,RMHM viral q30 l40 HSV2 Count,RMHM viral q30 l50 HSV2 Count,RMHM viral q30 l60 HSV2 Count,Human Virome HSV2 Count
SRR607141,GTEX-NPJ8-0011-R6a-SM-2HMKB,SAMN00992721,Brain - Nucleus accumbens (basal ganglia),61333567,2170719,279261,,,,,,,,,,,,,,,,,,,,,
SRR607538,GTEX-NPJ8-0011-R7a-SM-2HMJV,SAMN00992622,Brain - Putamen (basal ganglia),53757645,3250118,1032833,,,,,,,,,,,,,,,,,,,,,
SRR604318,GTEX-NPJ8-0011-R8a-SM-2HMLG,SAMN00992936,Brain - Hypothalamus,68422510,2331138,367237,,,,,,,,,,,,,,,,,,,,,
SRR614071,GTEX-NPJ8-0011-R9a-SM-2YUN5,SAMN01772557,Brain - Spinal cord (cervical c-1),53990159,5203893,3047365,,,,,,,6,6,6,6,,,,,,,,,,,
SRR627421,GTEX-NPJ8-1526-SM-26GMH,SAMN01801823,Brain - Cortex,25211765,818276,99738,,,,,,,,,,,,,,,,,,,,,
SRR627449,GTEX-NPJ8-1526-SM-26GMY,SAMN01801829,Brain - Cortex,32181002,1190681,98315,,,,,,,,,,,,,,,,,,,,,
SRR601669,GTEX-NPJ8-1526-SM-2D7VU,SAMN00992953,Brain - Cortex,31344946,720066,121056,,,,,,,,,,,,,,,,,,,,,
SRR627453,GTEX-NPJ8-2626-SM-26GMI,SAMN01801828,Brain - Cerebellum,25054027,1217497,123802,,,,,,,,,,,,,,,,,,,,,
SRR627462,GTEX-NPJ8-2626-SM-26GMZ,SAMN01801811,Brain - Cerebellum,36487822,1428517,117500,,,,,,,,,,,,,,,,,,,,,
SRR604146,GTEX-NPJ8-2626-SM-2D7W2,SAMN00992855,Brain - Cerebellum,31184121,807981,72634,,,,,,,,,,,,,,,,,,,,,
SRR821602,GTEX-OHPN-0011-R10A-SM-33HBU,SAMN01887089,Brain - Frontal Cortex (BA9),74903800,5473276,1336789,,,,,,,,,,,,,,,,,,,,,
SRR1335446,GTEX-OHPN-0011-R10A-SM-5S2U3,SAMN02792115,Brain - Frontal Cortex (BA9),43954246,1523319,34941,,,,,,,,,,,,,,,,,,,,,
SRR598533,GTEX-OHPN-0011-R11A-SM-2I5FM,SAMN00992961,Brain - Cerebellar Hemisphere,68310028,2044801,255240,,,,,,,,,,,,,,,,,,,,,
SRR603658,GTEX-OHPN-0011-R1A-SM-2I5GB,SAMN00992956,Brain - Hippocampus,45918560,2156821,487575,,,,,,,,,,,,,,,,,,,,,
SRR608598,GTEX-OHPN-0011-R2A-SM-2I5FB,SAMN00992612,Brain - Substantia nigra,58721135,3524420,874756,,,,,,,,,,,,,,,,,,,,,
SRR601755,GTEX-OHPN-0011-R3A-SM-2I5FC,SAMN00992547,Brain - Anterior cingulate cortex (BA24),65848193,1336656,152715,,,,,,,,,,,,,,,,,,,,,
SRR607445,GTEX-OHPN-0011-R4A-SM-2I5FD,SAMN00992731,Brain - Amygdala,64656662,2093182,405113,,,,,,,,,,,,,,,,,,,,,
SRR607611,GTEX-OHPN-0011-R5A-SM-2I5FF,SAMN00992910,Brain - Caudate (basal ganglia),111690271,11313771,4522501,,,,,,,,,,,,,,,,,,,,,
SRR601201,GTEX-OHPN-0011-R6A-SM-2I5FH,SAMN00992774,Brain - Nucleus accumbens (basal ganglia),62974067,2216588,452299,,,,,,,2,2,2,2,,,,,,,,,,,
SRR602131,GTEX-OHPN-0011-R8A-SM-2I5FJ,SAMN00992890,Brain - Hypothalamus,181951974,20525624,7742991,,,,,,,,,,,,,,,,,,,,,
SRR818270,GTEX-OHPN-0011-R8A-SM-33HBT,SAMN01887234,Brain - Hypothalamus,85074305,2998084,254125,,,,,,,,,,,,,,,,,,,,,
SRR612311,GTEX-OHPN-0011-R9A-SM-2YUMN,SAMN01773087,Brain - Spinal cord (cervical c-1),48482802,2418044,675427,,,,,,,,,,,,,,,,,,,,,
SRR1073755,GTEX-OHPN-0011-R9A-SM-4DXUH,SAMN02465585,Brain - Spinal cord (cervical c-1),43487334,1343935,39518,,,,,,,,,,,,,,,,,,,,,
SRR608662,GTEX-OHPN-2526-SM-2I5H3,SAMN00992438,Brain - Cortex,69466503,3167940,916297,,,,,,,,,,,,,,,,,,,,,
SRR607337,GTEX-OXRN-0011-R10A-SM-2I5GC,SAMN00992824,Brain - Frontal Cortex (BA9),68836479,2862980,240005,,,,,,,,,,,,,,,,,,,,,
SRR602839,GTEX-OXRN-0011-R5A-SM-2I5EF,SAMN00992662,Brain - Caudate (basal ganglia),57805882,3969335,1465102,,,,,,,,,,,,,,,,,,,,,
SRR603333,GTEX-OXRN-2426-SM-2I5EQ,SAMN00992519,Brain - Cortex,58153195,3203453,1741682,,,,,,,,,,,,,,,,,,,,,
SRR604262,GTEX-OXRO-0011-R10A-SM-2I5EH,SAMN00992929,Brain - Frontal Cortex (BA9),77343516,1602495,187979,,,,,,,,,,,,,,,,,,,,,
SRR818469,GTEX-OXRO-0011-R2A-SM-3NB1W,SAMN01994071,Brain - Substantia nigra,60023609,1296047,111700,,,,,,,,,,,,,,,,,,,,,
SRR602271,GTEX-OXRO-0011-R5A-SM-2I5EG,SAMN00992793,Brain - Caudate (basal ganglia),43099604,1778243,600170,,,,,,,,,,,,,,,,,,,,,
SRR819534,GTEX-OXRO-0011-R9A-SM-3NB1X,SAMN01994349,Brain - Spinal cord (cervical c-1),64410895,1580271,120457,,,,,,,,,,,,,,,,,,,,,
SRR1441701,GTEX-OXRO-0011-R9A-SM-5S2W3,SAMN02789193,Brain - Spinal cord (cervical c-1),45735633,732277,29670,,,,,,,,,,,,,,,,,,,,,
SRR601500,GTEX-P44G-0011-R10A-SM-2I3FF,SAMN00992906,Brain - Frontal Cortex (BA9),53436255,1239879,200937,,,,,,,,,,,,,,,,,,,,,
SRR599225,GTEX-P44G-0011-R11A-SM-2I3FD,SAMN00992609,Brain - Cerebellar Hemisphere,52911614,1434793,118290,,,,,,,,,,,,,,,,,,,,,
SRR598768,GTEX-P44G-0011-R1A-SM-2I3FE,SAMN00993023,Brain - Hippocampus,47413249,1045327,139340,,,,,,,,,,,,,,,,,,,,,
SRR664048,GTEX-P44G-0011-R2A-SM-2XCD2,SAMN01887171,Brain - Substantia nigra,33858754,932071,103374,4,4,4,4,4,10,,,,,,,,,,,,,,,
SRR608002,GTEX-P44G-0011-R3A-SM-2I3FC,SAMN00992510,Brain - Anterior cingulate cortex (BA24),47190415,1024300,156374,,,,,,,,,,,,,,,,,,,,,
SRR604528,GTEX-P44G-0011-R4A-SM-2I3FB,SAMN00993113,Brain - Amygdala,48637984,1456190,413471,,,,,,,,,,,,,,,,,,,,,
SRR603752,GTEX-P44G-0011-R5A-SM-2I3FA,SAMN00992483,Brain - Caudate (basal ganglia),53083600,1371749,412203,,,,,,,,,,,,,,,,,,,,,
SRR662546,GTEX-P44G-0011-R6A-SM-2XCD3,SAMN01887360,Brain - Nucleus accumbens (basal ganglia),47417491,3023042,1449218,6,6,6,6,6,13,,,,,,,,,,,,,,,
SRR608368,GTEX-P44G-0011-R7A-SM-2I3F9,SAMN00992825,Brain - Putamen (basal ganglia),59334313,1404163,240773,,,,,,,,,,,,,,,,,,,,,
SRR598332,GTEX-P44G-2426-SM-2I5ER,SAMN00992568,Brain - Cortex,58010435,3122455,1085506,,,,,,,,,,,,,,,,,,,,,
SRR598396,GTEX-P44G-2526-SM-2I5EK,SAMN00992829,Brain - Cerebellum,46190844,2108156,450572,,,,,,,,,,,,,,,,,,,,,
SRR657777,GTEX-P44H-0011-R10A-SM-2XCEK,SAMN01886893,Brain - Frontal Cortex (BA9),39389338,3369771,670073,,,,,,,,,,,,,,,,,,,,,
SRR662570,GTEX-P44H-0011-R11A-SM-2XCER,SAMN01887124,Brain - Cerebellar Hemisphere,95638401,3991174,760194,,,,,,,,,,,,,,,,,,,,,
SRR818086,GTEX-P44H-0011-R1A-SM-3NM8J,SAMN01994215,Brain - Hippocampus,62272713,1433714,111904,26,26,23,23,22,48,,,,,,,,,,,,,,,
SRR661133,GTEX-P44H-0011-R3A-SM-2XCEQ,SAMN01886878,Brain - Anterior cingulate cortex (BA24),46298503,7640426,2116891,,,,,,,,,,,,,,,,,,,,,
SRR1440058,GTEX-P44H-0011-R3A-SM-5SI8A,SAMN02791671,Brain - Anterior cingulate cortex (BA24),44666964,962808,34891,6,6,6,5,5,11,,,,,,,,,,,,,,,
SRR661818,GTEX-P44H-0011-R4A-SM-2XCEW,SAMN01886991,Brain - Amygdala,51325075,4423241,1210694,,,,,,,,,,,,,,,,,,,,,
SRR662689,GTEX-P44H-0011-R5A-SM-2XCEX,SAMN01887510,Brain - Caudate (basal ganglia),70336356,3307128,522586,,,,,,,,,,,,,,,,,,,,,
SRR655923,GTEX-P44H-0011-R6A-SM-2XCF3,SAMN01887180,Brain - Nucleus accumbens (basal ganglia),67816621,4344933,1522314,,,,,,,,,,,,,,,,,,,,,
SRR661445,GTEX-P44H-0011-R8A-SM-2XCEL,SAMN01887458,Brain - Hypothalamus,70860796,4796652,893003,,,,,,,,,,,,,,,,,,,,,
SRR659331,GTEX-P44H-2426-SM-2XCEJ,SAMN01886811,Brain - Cerebellum,55342351,2546174,392477,,,,,,,,,,,,,,,,,,,,,
SRR661779,GTEX-PVOW-0011-R1A-SM-32PL6,SAMN01887220,Brain - Hippocampus,74756075,3943320,794225,,,,,,,,,,,,,,,,,,,,,
SRR658129,GTEX-PVOW-0011-R3A-SM-32PKX,SAMN01887112,Brain - Anterior cingulate cortex (BA24),82187066,2222053,234262,,,,,,,,,,,,,,,,,,,,,
SRR655555,GTEX-PVOW-0011-R5A-SM-32PL7,SAMN01887544,Brain - Caudate (basal ganglia),85898952,2276606,203412,,,,,,,,,,,,,,,,,,,,,
SRR663753,GTEX-PVOW-2526-SM-2XCF7,SAMN01887367,Brain - Cortex,73197063,2315723,243712,,,,,,,,,,,,,,,,,,,,,
SRR662871,GTEX-PVOW-2626-SM-32PL8,SAMN01887409,Brain - Cerebellum,72069974,2607940,179367,,,,,,,,,,,,,,,,,,,,,
SRR607935,GTEX-PWO3-0011-R1A-SM-2I5EW,SAMN00992598,Brain - Hippocampus,52445710,2388068,787192,,,,,,,,,,,,,,,,,,,,,
SRR615934,GTEX-PWO3-0011-R2A-SM-2S1OX,SAMN01772635,Brain - Substantia nigra,40756038,2717302,744703,,,,,,,,,,,,,,,,,,,,,
SRR600385,GTEX-PWO3-0011-R3A-SM-2I5EX,SAMN00992695,Brain - Anterior cingulate cortex (BA24),63774672,1691624,262047,,,,,,,,,,,,,,,,,,,,,
SRR602808,GTEX-PWO3-0011-R6A-SM-2I5F3,SAMN00993072,Brain - Nucleus accumbens (basal ganglia),53846838,1913883,386967,,,,,,,,,,,,,,,,,,,,,
SRR601169,GTEX-PWO3-0011-R8A-SM-2I5GD,SAMN00993112,Brain - Hypothalamus,75328275,2378062,636718,,,,,,,,,,,,,,,,,,,,,
SRR601006,GTEX-PWO3-0926-SM-2I5EY,SAMN00992967,Brain - Cortex,57202230,3052870,1327038,,,,,,,,,,,,,,,,,,,,,
SRR598009,GTEX-PWO3-1026-SM-2I5F2,SAMN00993045,Brain - Cerebellum,63507285,4636468,1626083,,,,,,,,,,,,,,,,,,,,,
SRR602704,GTEX-Q2AG-0011-R10A-SM-2HMLA,SAMN00992658,Brain - Frontal Cortex (BA9),63245401,3884374,1181771,,,,,,,,,,,,,,,,,,,,,
SRR608718,GTEX-Q2AG-0011-R11A-SM-2HMKZ,SAMN00992765,Brain - Cerebellar Hemisphere,54050729,3084854,827034,,,,,,,,,,,,,,,,,,,,,
SRR602169,GTEX-Q2AG-0011-R1A-SM-2HMJI,SAMN00992847,Brain - Hippocampus,55932234,2009579,340061,,,,,,,,,,,,,,,,,,,,,
SRR604074,GTEX-Q2AG-0011-R2A-SM-2HMIT,SAMN00992650,Brain - Substantia nigra,60581238,1825829,156603,,,,,,,,,,,,,,,,,,,,,
SRR602728,GTEX-Q2AG-0011-R3A-SM-2HMJ9,SAMN00992779,Brain - Anterior cingulate cortex (BA24),55796674,4270631,1514212,,,,,,,,,,,,,,,,,,,,,
SRR600445,GTEX-Q2AG-0011-R4A-SM-2HMKA,SAMN00992430,Brain - Amygdala,57250450,2057568,286744,,,,,,,,,,,,,,,,,,,,,
SRR598428,GTEX-Q2AG-0011-R5A-SM-2HMJH,SAMN00992471,Brain - Caudate (basal ganglia),65146587,2068939,241540,,,,,,,,,,,,,,,,,,,,,
SRR598253,GTEX-Q2AG-0011-R6A-SM-2HML7,SAMN00992443,Brain - Nucleus accumbens (basal ganglia),66624119,2164696,294363,,,,,,,,,,,,,,,,,,,,,
SRR602540,GTEX-Q2AG-0011-R7A-SM-2HMJP,SAMN00992485,Brain - Putamen (basal ganglia),59903163,2778198,538328,,,,,,,,,,,,,,,,,,,,,
SRR598862,GTEX-Q2AG-0011-R8A-SM-2HMK5,SAMN00992466,Brain - Hypothalamus,55781264,3240838,1441486,,,,,,,,,,,,,,,,,,,,,
SRR602598,GTEX-Q2AG-0011-R9A-SM-2HMJ6,SAMN00992427,Brain - Spinal cord (cervical c-1),49244814,4016664,1703349,,,,,,,,,,,,,,,,,,,,,
SRR600876,GTEX-Q2AG-2826-SM-2HMJQ,SAMN00993070,Brain - Cerebellum,51648548,2407964,251721,,,,,,,,,,,,,,,,,,,,,
SRR602927,GTEX-Q2AG-2926-SM-2HMJ3,SAMN00992867,Brain - Cortex,59076138,4119781,1328069,,,,,,,,,,,,,,,,,,,,,
SRR661973,GTEX-QDT8-0011-R10A-SM-32PKG,SAMN01886800,Brain - Frontal Cortex (BA9),74056024,2089735,175500,,,,,,,,,,,,,,,,,,,,,
SRR661290,GTEX-QDT8-0011-R11A-SM-32PKD,SAMN01887114,Brain - Cerebellar Hemisphere,87707311,3355473,588890,,,,,,,,,,,,,,,,,,,,,
SRR660733,GTEX-QDT8-0011-R1A-SM-32PKS,SAMN01887184,Brain - Hippocampus,48234601,3106268,572237,,,,,,,,,,,,,,,,,,,,,
SRR660638,GTEX-QDT8-0011-R2A-SM-32PKQ,SAMN01887043,Brain - Substantia nigra,79456807,6161398,2601987,,,,,,,,,,,,,,,,,,,,,
SRR659602,GTEX-QDT8-0011-R3A-SM-32PKR,SAMN01886825,Brain - Anterior cingulate cortex (BA24),87880967,2635034,356866,,,,,,,,,,,,,,,,,,,,,
SRR661005,GTEX-QDT8-0011-R4A-SM-32PKM,SAMN01887131,Brain - Amygdala,100934538,3338568,751255,,,,,,,,,,,,,,,,,,,,,
SRR657731,GTEX-QDT8-0011-R5A-SM-32PKN,SAMN01887451,Brain - Caudate (basal ganglia),69980479,2783652,629334,,,,,,,,,,,,,,,,,,,,,
SRR665334,GTEX-QDT8-0011-R6A-SM-32PKI,SAMN01887245,Brain - Nucleus accumbens (basal ganglia),93913322,2420417,353745,,,,,,,,,,,,,,,,,,,,,
SRR659484,GTEX-QDT8-0011-R7A-SM-32PKF,SAMN01886928,Brain - Putamen (basal ganglia),80081200,2459427,227223,,,,,,,,,,,,,,,,,,,,,
SRR660007,GTEX-QDT8-0011-R8A-SM-32PKE,SAMN01886922,Brain - Hypothalamus,35828350,5265432,1218796,,,,,,,,,,,,,,,,,,,,,
SRR665241,GTEX-QDT8-0011-R9A-SM-32PKH,SAMN01887167,Brain - Spinal cord (cervical c-1),51411096,7188528,2024867,,,,,,,,,,,,,,,,,,,,,
SRR1488172,GTEX-QDT8-0011-R9A-SM-5SI8J,SAMN02793714,Brain - Spinal cord (cervical c-1),36668772,747161,27942,5,5,5,4,4,10,,,,,,,,,,,,,,,
SRR664854,GTEX-QDT8-2926-SM-32PKC,SAMN01886851,Brain - Cortex,64910059,2469401,424168,,,,,,,,,,,,,,,,,,,,,
SRR655864,GTEX-QDT8-3026-SM-32PKB,SAMN01887489,Brain - Cerebellum,67873267,3221412,495459,,,,,,,,,,,,,,,,,,,,,
SRR657754,GTEX-QMR6-0011-R10A-SM-32PKO,SAMN01887421,Brain - Frontal Cortex (BA9),81322822,2795754,468527,,,,,,,,,,,,,,,,,,,,,
SRR664819,GTEX-QMR6-0011-R11A-SM-32PKK,SAMN01887368,Brain - Cerebellar Hemisphere,78413674,3047049,453271,,,,,,,,,,,,,,,,,,,,,
SRR659673,GTEX-QMR6-0011-R1A-SM-32PKW,SAMN01886973,Brain - Hippocampus,102322356,3936392,334447,,,,,,,,,,,,,,,,,,,,,
SRR655111,GTEX-QMR6-0011-R2A-SM-32PKV,SAMN01886929,Brain - Substantia nigra,90286739,2418756,361528,,,,,,,,,,,,,,,,,,,,,
SRR656493,GTEX-QMR6-0011-R4A-SM-32PKU,SAMN01887268,Brain - Amygdala,49676176,3184447,790332,,,,,,,,,,,,,,,,,,,,,
SRR663261,GTEX-QMR6-0011-R5A-SM-32PKT,SAMN01886830,Brain - Caudate (basal ganglia),79357942,2672253,771405,,,,,,,,,,,,,,,,,,,,,
SRR655649,GTEX-QMR6-0011-R6A-SM-32PKP,SAMN01887000,Brain - Nucleus accumbens (basal ganglia),87662862,2475108,225273,,,,,,,,,,,,,,,,,,,,,
SRR665563,GTEX-QMR6-0011-R7A-SM-32PKL,SAMN01887069,Brain - Putamen (basal ganglia),84842662,2402538,208136,,,,,,,,,,,,,,,,,,,,,
SRR655218,GTEX-QMR6-0011-R8A-SM-32PKJ,SAMN01886806,Brain - Hypothalamus,75029782,2458830,288113,,,,,,,,,,,,,,,,,,,,,
SRR657325,GTEX-QMR6-1326-SM-32PLB,SAMN01887222,Brain - Cerebellum,84560985,3047864,253206,,,,,,,,,,,,,,,,,,,,,
SRR659555,GTEX-QMR6-1426-SM-32PLA,SAMN01887428,Brain - Cortex,70842559,1972130,198500,,,,,,,,,,,,,,,,,,,,,
SRR614802,GTEX-QVJO-0011-R10A-SM-2S1QJ,SAMN01772356,Brain - Frontal Cortex (BA9),37308969,2417361,529289,,,,,,,,,,,,,,,,,,,,,
SRR613735,GTEX-QVJO-0011-R1A-SM-2S1QI,SAMN01772777,Brain - Hippocampus,47004300,3994908,1822400,,,,,,,,,,,,,,,,,,,,,
SRR612623,GTEX-QVJO-0011-R2A-SM-2S1QK,SAMN01772349,Brain - Substantia nigra,35823474,1521981,289519,,,,,,,,,,,,,,,,,,,,,
SRR614563,GTEX-QVJO-0011-R4A-SM-2S1QL,SAMN01772872,Brain - Amygdala,51185973,2462748,304827,,,,,,,,,,,,,,,,,,,,,
SRR612380,GTEX-QVJO-0011-R5A-SM-2S1QM,SAMN01772766,Brain - Caudate (basal ganglia),43244299,2329555,606973,,,,,,,,,,,,,,,,,,,,,
SRR613579,GTEX-QVJO-0011-R6A-SM-2S1QN,SAMN01772584,Brain - Nucleus accumbens (basal ganglia),45392840,1885221,299363,,,,,,,,,,,,,,,,,,,,,
SRR614924,GTEX-QVJO-0011-R7A-SM-2S1QO,SAMN01772433,Brain - Putamen (basal ganglia),28143817,5139616,1286797,,,,,,,,,,,,,,,,,,,,,
SRR1080172,GTEX-QVJO-0011-R8A-SM-447C7,SAMN02465297,Brain - Hypothalamus,35040045,838979,23935,,,,,,,,,,,,,,,,,,,,,
SRR612443,GTEX-QVJO-0011-R9A-SM-2S1QH,SAMN01773009,Brain - Spinal cord (cervical c-1),43837503,1718688,283862,,,,,,,,,,,,,,,,,,,,,
SRR613366,GTEX-QVJO-1325-SM-2S1QX,SAMN01772529,Brain - Cerebellum,37317043,2510829,325381,,,,,,,,,,,,,,,,,,,,,
SRR615838,GTEX-QVJO-1426-SM-2S1QY,SAMN01773139,Brain - Cortex,33583295,2041496,343367,,,,,,,2,2,2,2,1,,,,,,,,,,
SRR658307,GTEX-QVUS-0011-R10A-SM-3GIK3,SAMN01887099,Brain - Frontal Cortex (BA9),49113650,2557564,766532,,,,,,,,,,,,,,,,,,,,,
SRR661255,GTEX-QVUS-0011-R1A-SM-3GAD2,SAMN01887339,Brain - Hippocampus,50630138,1633375,168182,,,,,,,,,,,,,,,,,,,,,
SRR657683,GTEX-QVUS-0011-R3A-SM-3GAFD,SAMN01887072,Brain - Anterior cingulate cortex (BA24),32741375,2126209,675886,,,,,,,,,,,,,,,,,,,,,
SRR657151,GTEX-QVUS-0011-R4A-SM-3GAE7,SAMN01886882,Brain - Amygdala,56518672,5253121,2593368,,,,,,,,,,,,,,,,,,,,,
SRR656167,GTEX-QVUS-0011-R6A-SM-3GACX,SAMN01886863,Brain - Nucleus accumbens (basal ganglia),37063551,3633522,996074,,,,,,,,,,,,,,,,,,,,,
SRR661995,GTEX-QVUS-0011-R8A-SM-3GAD7,SAMN01887555,Brain - Hypothalamus,46969498,1697677,253492,,,,,,,,,,,,,,,,,,,,,
SRR660661,GTEX-QVUS-0011-R9A-SM-3GIJA,SAMN01887008,Brain - Spinal cord (cervical c-1),30746254,3653829,1180995,,,,,,,,,,,,,,,,,,,,,
SRR654874,GTEX-QVUS-2826-SM-3GADB,SAMN01887122,Brain - Cortex,44924424,2483800,476249,,,,,,,,,,,,,,,,,,,,,
SRR657997,GTEX-QVUS-2926-SM-3GIJB,SAMN01887441,Brain - Cerebellum,39408482,1582965,176845,,,,,,,,,,,,,,,,,,,,,
SRR613498,GTEX-R55E-0011-R11A-SM-2TC6I,SAMN01772832,Brain - Cerebellar Hemisphere,54471469,1736159,152609,,,,,,,,,,,,,,,,,,,,,
SRR614814,GTEX-R55E-0011-R1A-SM-2TC6N,SAMN01772882,Brain - Hippocampus,60685162,3319860,1383221,,,,,,,,,,,,,,,,,,,,,
SRR614647,GTEX-R55E-0011-R4A-SM-2TC5H,SAMN01772735,Brain - Amygdala,52976545,1359672,406569,,,,,,,,,,,,,,,,,,,,,
SRR612899,GTEX-R55E-0011-R5A-SM-2TC5N,SAMN01772472,Brain - Caudate (basal ganglia),50745602,4051798,2054311,,,,,,,,,,,,,,,,,,,,,
SRR613438,GTEX-R55E-0011-R6A-SM-2TC5T,SAMN01772377,Brain - Nucleus accumbens (basal ganglia),47158132,2530281,747525,,,,,,,,,,,,,,,,,,,,,
SRR614155,GTEX-R55E-0011-R7A-SM-2TC5Z,SAMN01772469,Brain - Putamen (basal ganglia),58841810,3315261,1098154,,,,,,,,,,,,,,,,,,,,,
SRR614083,GTEX-R55E-0011-R8A-SM-2TC66,SAMN01772861,Brain - Hypothalamus,54904696,3762794,1284264,,,,,,,,,,,,,,,,,,,,,
SRR613807,GTEX-R55E-0011-R9A-SM-2TC6C,SAMN01772233,Brain - Spinal cord (cervical c-1),48321422,5728589,3047183,,,,,,,,,,,,,,,,,,,,,
SRR614383,GTEX-R55E-2526-SM-2TC6H,SAMN01772330,Brain - Cerebellum,57448220,3508025,799606,,,,,,,,,,,,,,,,,,,,,
SRR615141,GTEX-R55F-0011-R5A-SM-2TF5L,SAMN01772423,Brain - Caudate (basal ganglia),59777557,7921183,2623425,,,,,,,,,,,,,,,,,,,,,
SRR613042,GTEX-R55F-0011-R6A-SM-2TF4L,SAMN01772504,Brain - Nucleus accumbens (basal ganglia),44650478,1341851,172179,,,,,,,,,,,,,,,,,,,,,
SRR614539,GTEX-R55F-0011-R8A-SM-2TF4F,SAMN01772912,Brain - Hypothalamus,40054811,3410998,1148087,,,,,,,,,,,,,,,,,,,,,
SRR613270,GTEX-R55F-1226-SM-2TF59,SAMN01773075,Brain - Cerebellum,47979703,4242682,1526554,,,,,,,,,,,,,,,,,,,,,
SRR615213,GTEX-R55F-1326-SM-2TF5F,SAMN01773116,Brain - Cortex,54346093,24574218,11031335,,,,,,,,,,,,,,,,,,,,,
SRR1417912,GTEX-R55F-1326-SM-5S2V4,SAMN02790318,Brain - Cortex,55132262,969209,41383,,,,,,,,,,,,,,,,,,,,,
SRR613474,GTEX-RNOR-0011-R1A-SM-2TF5D,SAMN01773023,Brain - Hippocampus,44772397,17258195,7646575,,,,,,,,,,,,,,,,,,,,,
SRR1458134,GTEX-RNOR-0011-R1A-SM-5SI8F,SAMN02789563,Brain - Hippocampus,50598545,830397,37608,11,11,11,11,11,15,,,,,,,,,,,,,,,
SRR614742,GTEX-RNOR-0011-R3A-SM-2TF5J,SAMN01772813,Brain - Anterior cingulate cortex (BA24),50350015,5355666,1777978,,,,,,,,,,,,,,,,,,,,,
SRR1349056,GTEX-RNOR-0011-R3A-SM-5SI8E,SAMN02791473,Brain - Anterior cingulate cortex (BA24),58783022,1014905,44489,18,18,18,18,18,23,,,,,,,,,,,,,,,
SRR655435,GTEX-RNOR-0011-R4A-SM-3GAD3,SAMN01887110,Brain - Amygdala,47693297,1490172,189730,,,,,,,,,,,,,,,,,,,,,
SRR613090,GTEX-RNOR-0011-R5A-SM-2TF4J,SAMN01772495,Brain - Caudate (basal ganglia),50504888,3532138,1627685,,,,,,,,,,,,,,,,,,,,,
SRR614455,GTEX-RNOR-0011-R7A-SM-2TF4V,SAMN01772675,Brain - Putamen (basal ganglia),55718751,3423990,1211293,,,,,,,,,,,,,,,,,,,,,
SRR612407,GTEX-RNOR-0011-R9A-SM-2TF52,SAMN01773039,Brain - Spinal cord (cervical c-1),47222952,11095602,7003950,,,,,,,6,6,6,6,,,,,,,,,,,
SRR612419,GTEX-RNOR-2226-SM-2TF5O,SAMN01773091,Brain - Cerebellum,47692187,2599957,782893,,,,,,,,,,,,,,,,,,,,,
SRR614310,GTEX-RNOR-2326-SM-2TF4I,SAMN01772480,Brain - Cortex,43381380,1369674,164082,,,,,,,,,,,,,,,,,,,,,
SRR612563,GTEX-RU72-0011-R10A-SM-2TF6D,SAMN01772287,Brain - Frontal Cortex (BA9),57975154,2580555,990034,,,,,,,,,,,,,,,,,,,,,
SRR615766,GTEX-RU72-0011-R11A-SM-2TF6J,SAMN01772856,Brain - Cerebellar Hemisphere,51512760,8469746,3059017,,,,,,1,,,,,,,,,,,,,,,
SRR1475737,GTEX-RU72-0011-R11A-SM-5SI8G,SAMN02792016,Brain - Cerebellar Hemisphere,47257539,1213988,42308,3,3,3,3,3,10,,,,,,,,,,,,,,,
SRR612455,GTEX-RU72-0011-R2A-SM-2TF6O,SAMN01772519,Brain - Substantia nigra,32652462,1129933,104178,1,1,1,1,1,2,,,,,,,,,,,,,,,
SRR614479,GTEX-RU72-0011-R5A-SM-2TF6U,SAMN01772576,Brain - Caudate (basal ganglia),59573047,5208418,1734355,,,,,,4,,,,,,,,,,,,,,,
SRR612731,GTEX-RU72-0011-R6A-SM-2TF71,SAMN01772659,Brain - Nucleus accumbens (basal ganglia),49863924,3869189,1326631,,,,,,3,,,,,,,,,,,,,,,
SRR614515,GTEX-RU72-0011-R7A-SM-2TF5U,SAMN01772338,Brain - Putamen (basal ganglia),48590390,2075423,508911,2,2,2,2,2,4,,,,,,,,,,,,,,,
SRR613354,GTEX-RU72-0011-R8A-SM-2TF61,SAMN01772647,Brain - Hypothalamus,41779632,4414502,907247,1,1,1,1,1,2,,,,,,,,,,,,,,,
SRR615020,GTEX-RU72-0011-R9A-SM-2TF67,SAMN01772346,Brain - Spinal cord (cervical c-1),45290498,2565261,740871,1,1,1,1,1,1,,,,,,,,,,,,,,,
